09:33:16,1002,579
09:33:17,1002,577
09:33:18,1002,577
09:33:19,1002,578
09:33:20,1001,578
09:33:21,1001,579
09:33:22,1004,579
09:33:23,1004,580
09:33:24,1004,580
09:33:25,1004,579
09:33:26,1003,579
09:33:27,1003,580
09:33:28,1004,580
09:33:29,1004,577
09:33:30,1002,577
09:33:31,1002,581
09:33:32,1003,581
09:33:33,1003,578
09:33:34,1005,578
09:33:35,1005,580
09:33:36,1000,580
09:33:37,1000,579
09:33:38,1000,579
09:33:39,1000,579
09:33:40,1002,579
09:33:41,1002,580
09:33:42,1004,580
09:33:43,1004,579
09:33:44,1001,579
09:33:45,1001,580
09:33:46,1007,580
09:33:47,1007,578
09:33:48,1002,578
09:33:49,1002,579
09:33:50,1005,579
09:33:51,1005,583
09:33:52,1002,583
09:33:53,1002,583
09:33:54,1003,583
09:33:55,1003,584
09:33:56,998,584
09:33:57,998,583
09:33:58,1013,583
09:33:59,1013,584
09:34:00,1014,584
09:34:01,1014,586
09:34:02,1008,586
09:34:03,1008,583
09:34:04,1002,583
09:34:05,1002,585
09:34:06,1003,585
09:34:07,1003,585
09:34:08,1003,585
09:34:09,1003,582
09:34:10,1000,582
09:34:11,1000,585
09:34:12,1000,585
09:34:13,1000,583
09:34:14,1012,583
09:34:15,1012,585
09:34:16,1011,585
09:34:17,1011,587
09:34:18,1003,587
09:34:19,1003,586
09:34:20,1002,586
09:34:21,1002,582
09:34:23,293,582
09:34:24,293,583
09:34:25,290,583
09:34:26,290,584
09:34:27,1014,584
09:34:28,1014,585
09:34:29,327,585
09:34:30,327,584
09:34:31,1003,584
09:34:32,1003,584
09:34:33,319,584
09:34:34,319,580
09:34:35,1012,580
09:34:36,1012,583
09:34:37,1016,583
09:34:38,1016,584
09:34:39,445,584
09:34:40,445,583
09:34:41,1002,583
09:34:42,1002,582
09:34:43,480,582
09:34:44,480,581
09:34:45,104,581
09:34:46,104,584
09:34:47,99,584
09:34:48,99,584
09:34:49,98,584
09:34:50,98,585
09:34:51,259,585
09:34:52,259,584
09:34:53,265,584
09:34:54,265,582
09:34:55,211,582
09:34:56,211,581
09:34:57,108,581
09:34:58,108,584
09:34:59,114,584
09:35:00,114,584
09:35:01,140,584
09:35:02,140,582
09:35:03,169,582
09:35:04,169,585
09:35:05,196,585
09:35:06,196,584
09:35:07,187,584
09:35:08,187,580
09:35:09,254,580
09:35:10,254,583
09:35:11,282,583
09:35:12,282,584
09:35:13,281,584
09:35:14,281,586
09:35:15,279,586
09:35:16,279,581
09:35:17,288,581
09:35:18,288,583
09:35:19,295,583
09:35:20,295,582
09:35:21,292,582
09:35:22,292,582
09:35:23,282,582
09:35:24,282,586
09:35:25,309,586
09:35:26,309,582
09:35:27,303,582
09:35:28,303,583
09:35:29,320,583
09:35:30,320,583
09:35:31,385,583
09:35:32,385,585
09:35:33,662,585
09:35:34,662,583
09:35:35,1003,583
09:35:36,1003,583
09:35:37,1001,583
09:35:38,1001,583
09:35:39,1012,583
09:35:40,1012,579
09:35:41,1015,579
09:35:42,1015,588
09:35:43,1005,588
09:35:44,1005,585
09:35:45,1010,585
09:35:46,1010,584
09:35:47,1004,584
09:35:48,1004,585
09:35:49,1003,585
09:35:50,1003,585
09:35:51,1000,585
09:35:52,1000,583
09:35:53,1001,583
09:35:54,1001,582
09:35:55,1015,582
09:35:56,1015,586
09:35:57,1010,586
09:35:58,1010,585
09:35:59,1006,585
09:36:00,1006,584
09:36:01,1010,584
09:36:02,1010,585
09:36:03,1002,585
09:36:04,1002,583
09:36:05,1004,583
09:36:06,1004,584
09:36:07,1000,584
09:36:08,1000,582
09:36:09,1001,582
09:36:10,1001,582
09:36:11,1014,582
09:36:12,1014,585
09:36:13,1009,585
09:36:14,1009,589
09:36:15,1001,589
09:36:16,1001,586
09:36:17,1002,586
09:36:18,1002,588
09:36:19,1002,588
09:36:20,1002,584
09:36:21,1001,584
